ID,Date,LocationDescription,Arrest,Domestic,Beat,District,CommunityArea,Year,Latitude,Longitude
8185328,7/27/11 21:30,STREET,FALSE,FALSE,1834,18,8,2011,41.89255712,-87.61606816
8184905,7/27/11 21:00,STREET,FALSE,FALSE,1733,17,16,2011,41.95156866,-87.69802561
8185179,7/27/11 20:30,STREET,FALSE,FALSE,1733,17,21,2011,41.94145902,-87.69803409
8184748,7/27/11 20:15,STREET,FALSE,FALSE,1213,12,28,2011,41.87165667,-87.66185914
8188186,7/27/11 20:00,STREET,TRUE,FALSE,1412,14,21,2011,41.93760648,-87.70960938
8199681,7/27/11 19:15,STREET,FALSE,FALSE,1212,12,28,2011,41.88451867,-87.64695799
8185046,7/27/11 19:15,STREET,FALSE,FALSE,1723,17,16,2011,41.9599494,-87.71663091
8185453,7/27/11 19:00,STREET,FALSE,FALSE,213,2,38,2011,41.82044667,-87.61831526
8185011,7/27/11 18:00,STREET,FALSE,FALSE,1031,10,30,2011,41.84024808,-87.73524258
8186830,7/27/11 18:00,STREET,FALSE,FALSE,2533,25,25,2011,41.90383114,-87.74831113
8184596,7/27/11 18:00,PARK PROPERTY,FALSE,FALSE,2333,19,7,2011,41.92985342,-87.63603537
8186489,7/27/11 17:00,STREET,FALSE,FALSE,1031,10,30,2011,41.83848041,-87.72940585
8186484,7/27/11 17:00,STREET,FALSE,FALSE,914,9,61,2011,41.81385926,-87.66648363
8184286,7/27/11 16:25,OTHER,FALSE,FALSE,722,7,69,2011,41.77137425,-87.62687778
8186054,7/27/11 16:00,STREET,FALSE,FALSE,1323,13,24,2011,41.90052451,-87.66629529
8185144,7/27/11 16:00,STREET,FALSE,FALSE,911,9,63,2011,41.79710871,-87.70053996
8184187,7/27/11 14:30,STREET,FALSE,FALSE,912,9,58,2011,41.81199694,-87.69566513
8184827,7/27/11 14:00,STREET,FALSE,FALSE,822,8,66,2011,41.7845157,-87.70463476
8194255,7/27/11 13:00,STREET,TRUE,FALSE,1032,10,30,2011,41.84154786,-87.70875957
8189047,7/27/11 13:00,STREET,FALSE,FALSE,1414,14,22,2011,41.91861698,-87.70067839
8184327,7/27/11 9:45,STREET,FALSE,FALSE,224,2,38,2011,41.80912367,-87.61829447
8184366,7/27/11 9:30,STREET,FALSE,FALSE,1133,11,27,2011,41.87370316,-87.71346953
8184028,7/27/11 9:30,STREET,FALSE,FALSE,1323,13,24,2011,41.89131326,-87.64601482
8184398,7/27/11 8:00,STREET,FALSE,FALSE,1824,18,8,2011,41.90735409,-87.62581037
8184352,7/27/11 8:00,STREET,FALSE,FALSE,312,3,42,2011,41.77409417,-87.61322862
8226258,7/27/11 7:25,STREET,FALSE,FALSE,1331,13,27,2011,41.88295467,-87.70150404
8185264,7/27/11 7:00,STREET,FALSE,FALSE,1111,11,23,2011,41.90146449,-87.7264177
8200949,7/27/11 6:00,STREET,FALSE,FALSE,914,9,61,2011,41.81574112,-87.66730785
8184291,7/27/11 5:30,STREET,FALSE,FALSE,634,6,44,2011,41.73606085,-87.62558686
8196903,7/27/11 4:30,STREET,FALSE,FALSE,1933,19,7,2011,41.92896919,-87.66265489
8184982,7/27/11 3:00,STREET,FALSE,FALSE,1112,11,23,2011,41.90238641,-87.71660475
8183278,7/27/11 1:00,STREET,FALSE,FALSE,914,9,61,2011,41.81261149,-87.66616277
8183950,7/27/11 1:00,STREET,FALSE,FALSE,1133,11,27,2011,41.87456955,-87.7194535
8184307,7/27/11 1:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2522,25,20,2011,41.92096451,-87.73415871
8184349,7/27/11 1:00,STREET,FALSE,FALSE,2424,24,1,2011,42.01711261,-87.67779992
8188929,7/27/11 0:40,STREET,FALSE,FALSE,512,5,49,2011,41.70187688,-87.61837432
8184571,7/27/11 0:30,STREET,FALSE,FALSE,1031,10,30,2011,41.84401823,-87.72834085
8183485,7/27/11 0:22,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1012,10,29,2011,41.85860405,-87.73569195
8185297,7/26/11 22:00,STREET,FALSE,FALSE,612,6,71,2011,41.75241531,-87.65442512
8183136,7/26/11 21:30,STREET,FALSE,FALSE,1233,12,31,2011,41.8591242,-87.6507757
8183049,7/26/11 21:30,STREET,FALSE,FALSE,712,7,68,2011,41.79150056,-87.64858197
8191225,7/26/11 21:00,STREET,FALSE,FALSE,911,9,63,2011,41.79802412,-87.70232064
8185263,7/26/11 19:00,STREET,FALSE,FALSE,2112,1,35,2011,41.83952424,-87.62309013
8183011,7/26/11 19:00,STREET,FALSE,FALSE,1022,10,29,2011,41.86620657,-87.7070254
8183807,7/26/11 19:00,STREET,FALSE,FALSE,2131,2,41,2011,41.79540017,-87.59156245
8183062,7/26/11 19:00,STREET,FALSE,FALSE,1724,17,14,2011,41.96248737,-87.70692169
8183730,7/26/11 18:30,STREET,FALSE,FALSE,2525,25,22,2011,41.92191441,-87.72122664
8184334,7/26/11 18:30,STREET,FALSE,FALSE,421,4,43,2011,41.75462636,-87.56250753
8184871,7/26/11 18:00,STREET,TRUE,FALSE,1331,13,27,2011,41.88576046,-87.69872943
8183162,7/26/11 17:30,STREET,FALSE,FALSE,1811,18,7,2011,41.9218045,-87.65618935
8189681,7/26/11 17:00,STREET,FALSE,FALSE,912,9,58,2011,41.81449904,-87.69209303
8186912,7/26/11 16:30,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,832,8,66,2011,41.77078123,-87.68355828
8182546,7/26/11 16:00,STREET,FALSE,FALSE,211,2,35,2011,41.82913458,-87.62666869
8190509,7/26/11 16:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2222,22,71,2011,41.73569372,-87.65712931
8184938,7/26/11 15:45,STREET,FALSE,FALSE,912,9,58,2011,41.82112178,-87.69519306
8182280,7/26/11 14:00,STREET,FALSE,FALSE,1324,13,24,2011,41.89503245,-87.668042
8182529,7/26/11 13:30,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1224,12,28,2011,41.86675034,-87.66663548
8182196,7/26/11 13:00,STREET,FALSE,FALSE,1523,15,25,2011,41.88709791,-87.7566792
8182337,7/26/11 13:00,STREET,FALSE,FALSE,511,5,49,2011,41.71986415,-87.61544974
8184368,7/26/11 13:00,STREET,FALSE,FALSE,835,8,66,2011,41.75988043,-87.69030966
8186549,7/26/11 12:00,VACANT LOT/LAND,FALSE,FALSE,1313,13,23,2011,41.89120808,-87.70627806
8192013,7/26/11 12:00,OTHER,FALSE,FALSE,814,8,56,2011,41.80196238,-87.74314674
8182904,7/26/11 12:00,STREET,FALSE,FALSE,1931,19,6,2011,41.93978429,-87.66881199
8182093,7/26/11 11:39,OTHER,FALSE,FALSE,213,2,38,2011,41.81854734,-87.60689779
8182614,7/26/11 11:00,STREET,FALSE,FALSE,2411,24,2,2011,42.01245086,-87.68905615
8182296,7/26/11 11:00,ALLEY,FALSE,FALSE,331,3,43,2011,41.77202302,-87.57538291
8195462,7/26/11 10:25,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,TRUE,FALSE,233,2,40,2011,41.7876195,-87.62405202
8182344,7/26/11 9:00,STREET,FALSE,FALSE,1731,17,16,2011,41.95169042,-87.73131608
8193593,7/26/11 9:00,STREET,FALSE,FALSE,735,7,67,2011,41.76370582,-87.67000521
8182302,7/26/11 8:00,STREET,FALSE,FALSE,424,4,46,2011,41.73728446,-87.54461878
8189739,7/26/11 6:30,STREET,FALSE,FALSE,211,2,35,2011,41.82879868,-87.61850852
8185568,7/26/11 6:30,STREET,FALSE,FALSE,233,2,40,2011,41.78573766,-87.62018239
8182359,7/26/11 6:00,STREET,FALSE,FALSE,914,9,61,2011,41.81017306,-87.66637514
8180997,7/26/11 5:12,STREET,FALSE,FALSE,1013,10,30,2011,41.84491857,-87.7341421
8181690,7/26/11 5:00,STREET,FALSE,FALSE,522,5,53,2011,41.67688081,-87.62758635
8182622,7/26/11 5:00,STREET,FALSE,FALSE,732,7,68,2011,41.76309396,-87.64163758
8181006,7/26/11 2:00,STREET,FALSE,FALSE,2423,24,1,2011,42.01295068,-87.66277051
8182200,7/26/11 1:30,STREET,FALSE,FALSE,1732,17,21,2011,41.9409523,-87.71581424
8181252,7/26/11 0:30,STREET,FALSE,FALSE,512,5,49,2011,41.70263241,-87.63007327
8182094,7/26/11 0:00,STREET,FALSE,FALSE,825,8,66,2011,41.78441816,-87.68608258
8182686,7/25/11 23:15,STREET,FALSE,FALSE,1713,17,14,2011,41.96855418,-87.70882219
8191217,7/25/11 23:00,STREET,FALSE,FALSE,914,9,61,2011,41.80916848,-87.66634522
8180816,7/25/11 22:30,STREET,FALSE,FALSE,2524,25,22,2011,41.92572087,-87.72695588
8182761,7/25/11 22:00,STREET,FALSE,FALSE,1031,10,30,2011,41.83683643,-87.72056651
8182082,7/25/11 21:50,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,815,8,62,2011,41.79611813,-87.72338962
8183013,7/25/11 21:00,STREET,FALSE,FALSE,1031,10,30,2011,41.84028819,-87.731888
8181732,7/25/11 21:00,STREET,FALSE,FALSE,631,6,44,2011,41.74415239,-87.61124376
8181045,7/25/11 21:00,STREET,FALSE,FALSE,825,8,66,2011,41.78116215,-87.68585501
8181752,7/25/11 21:00,STREET,FALSE,FALSE,612,6,71,2011,41.75586255,-87.65356416
8181245,7/25/11 20:00,STREET,FALSE,FALSE,932,9,61,2011,41.79711639,-87.66695429
8182929,7/25/11 19:30,STREET,FALSE,FALSE,1432,14,22,2011,41.92276393,-87.68452457
8180622,7/25/11 18:45,POLICE FACILITY/VEH PARKING LOT,TRUE,FALSE,2212,22,75,2011,41.69145344,-87.66858419
8180995,7/25/11 18:30,STREET,FALSE,FALSE,622,6,44,2011,41.7459187,-87.63189868
8189576,7/25/11 18:00,STREET,FALSE,FALSE,1622,16,15,2011,41.96246127,-87.76742772
8181561,7/25/11 17:30,STREET,TRUE,FALSE,1821,18,8,2011,41.90502857,-87.63639006
8180257,7/25/11 16:40,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1633,16,15,2011,41.93866818,-87.76783661
8180268,7/25/11 16:30,STREET,FALSE,FALSE,1522,15,25,2011,41.87469095,-87.75500258
8180299,7/25/11 14:00,STREET,FALSE,FALSE,1024,10,30,2011,41.8475083,-87.71380688
8188189,7/25/11 14:00,STREET,FALSE,FALSE,913,9,59,2011,41.83140395,-87.68430685
8180386,7/25/11 12:00,STREET,FALSE,FALSE,1114,11,26,2011,41.8831605,-87.73322675
8181606,7/25/11 9:00,STREET,FALSE,FALSE,2524,25,22,2011,41.92598036,-87.72206971
8180880,7/25/11 8:30,STREET,FALSE,FALSE,715,7,67,2011,41.79340861,-87.66928099
8180051,7/25/11 8:00,STREET,FALSE,FALSE,1224,12,28,2011,41.87398553,-87.67304459
8598877,7/25/11 8:00,OTHER,TRUE,FALSE,832,8,66,2011,41.77491205,-87.68367423
8179459,7/25/11 7:45,STREET,FALSE,FALSE,1021,10,29,2011,41.86335007,-87.70909076
8178986,7/25/11 7:30,STREET,FALSE,FALSE,915,9,61,2011,41.80322174,-87.67349288
8180722,7/25/11 7:30,STREET,FALSE,FALSE,911,9,63,2011,41.79564404,-87.69275775
8180207,7/25/11 7:00,STREET,FALSE,FALSE,2022,20,77,2011,41.98684348,-87.65686148
8182741,7/25/11 6:00,STREET,FALSE,FALSE,912,9,58,2011,41.80949859,-87.70143409
8180193,7/25/11 5:40,STREET,FALSE,FALSE,1211,12,28,2011,41.87634166,-87.67427245
8181122,7/25/11 4:00,STREET,FALSE,FALSE,1034,10,31,2011,41.84672093,-87.68258489
8180120,7/25/11 3:00,STREET,FALSE,FALSE,814,8,56,2011,41.80519491,-87.74416973
8180334,7/25/11 2:00,STREET,FALSE,FALSE,1222,12,31,2011,41.85883164,-87.66495572
8180823,7/25/11 1:30,STREET,FALSE,FALSE,1524,15,25,2011,41.89444957,-87.76048433
8179882,7/25/11 1:00,STREET,FALSE,FALSE,1133,11,26,2011,41.8708736,-87.7216147
8183832,7/25/11 0:30,STREET,FALSE,FALSE,1031,10,30,2011,41.84383178,-87.73413022
8180094,7/25/11 0:15,STREET,FALSE,FALSE,611,6,71,2011,41.75405999,-87.66675482
8179350,7/25/11 0:01,STREET,FALSE,FALSE,911,9,63,2011,41.79552682,-87.70132198
8179289,7/25/11 0:01,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1413,14,22,2011,41.92621701,-87.71095137
8190628,7/25/11 0:01,STREET,FALSE,FALSE,314,3,42,2011,41.78352303,-87.60099045
8179300,7/25/11 0:00,STREET,FALSE,FALSE,1232,12,28,2011,41.86689063,-87.65637265
8180128,7/25/11 0:00,STREET,FALSE,FALSE,413,4,48,2011,41.73145595,-87.57692245
8188888,7/24/11 23:20,STREET,FALSE,FALSE,633,6,44,2011,41.73100555,-87.60968013
8179640,7/24/11 23:00,STREET,FALSE,FALSE,1523,15,25,2011,41.88593394,-87.76043554
8179681,7/24/11 23:00,STREET,FALSE,FALSE,831,8,66,2011,41.76235792,-87.70910661
8178762,7/24/11 22:30,STREET,FALSE,FALSE,1624,16,15,2011,41.95339146,-87.75855249
8179474,7/24/11 22:30,STREET,FALSE,FALSE,714,7,67,2011,41.78145714,-87.66926499
8178985,7/24/11 22:00,STREET,FALSE,FALSE,334,3,43,2011,41.76139196,-87.55815648
8179589,7/24/11 22:00,STREET,FALSE,FALSE,331,3,43,2011,41.76722076,-87.57127161
8180732,7/24/11 22:00,STREET,FALSE,FALSE,233,2,40,2011,41.78700658,-87.62079535
8178915,7/24/11 21:55,STREET,FALSE,FALSE,2124,2,41,2011,41.80106893,-87.59653631
8178944,7/24/11 21:40,STREET,FALSE,FALSE,2112,1,35,2011,41.84483996,-87.61779782
8179173,7/24/11 21:00,STREET,FALSE,FALSE,725,7,67,2011,41.77162391,-87.6592962
8180167,7/24/11 20:45,STREET,FALSE,FALSE,2122,2,36,2011,41.82296493,-87.60246362
8178917,7/24/11 20:00,STREET,FALSE,FALSE,232,2,40,2011,41.79603672,-87.62235661
8179975,7/24/11 18:00,HOTEL/MOTEL,FALSE,FALSE,1614,16,10,2011,41.9856459,-87.83212357
8178951,7/24/11 18:00,STREET,FALSE,FALSE,413,4,48,2011,41.72670781,-87.58019089
8178452,7/24/11 17:30,STREET,FALSE,FALSE,2411,24,2,2011,42.01773652,-87.68912055
8181689,7/24/11 13:30,STREET,FALSE,FALSE,2233,22, ,2011,41.69957253,-87.6575225
8179842,7/24/11 13:30,STREET,FALSE,FALSE,2515,25,19,2011,41.92747531,-87.7564186
8178120,7/24/11 12:30,STREET,FALSE,FALSE,1632,16,17,2011,41.94730381,-87.80103871
8178214,7/24/11 12:00,STREET,FALSE,FALSE,2223,22,73,2011,41.71966888,-87.63407429
8180195,7/24/11 12:00,STREET,FALSE,FALSE,1211,12,28,2011,41.87671496,-87.67190024
8182792,7/24/11 12:00,STREET,FALSE,FALSE,1414,14,22,2011,41.92835159,-87.69784812
8249182,7/24/11 9:00,STREET,FALSE,FALSE,1713,17,14,2011,41.971322,-87.71114864
8180041,7/24/11 8:50,STREET,FALSE,FALSE,1222,12,31,2011,41.85792227,-87.66525152
8178268,7/24/11 7:00,STREET,TRUE,FALSE,522,5,49,2011,41.68987275,-87.63121179
8178621,7/24/11 5:00,STREET,FALSE,FALSE,1121,11,23,2011,41.89012277,-87.71158466
8202005,7/24/11 4:30,STREET,FALSE,FALSE,1211,12,28,2011,41.87633048,-87.67759194
8177922,7/24/11 4:00,STREET,FALSE,FALSE,1132,11,26,2011,41.86989956,-87.7263015
8178274,7/24/11 4:00,STREET,FALSE,FALSE,412,4,46,2011,41.7442152,-87.57084016
8177914,7/24/11 3:00,STREET,FALSE,FALSE,313,3,42,2011,41.78260265,-87.60948524
8178074,7/24/11 2:30,STREET,FALSE,FALSE,834,8,70,2011,41.74051494,-87.71807547
8191169,7/24/11 1:18,STREET,FALSE,FALSE,2234,22,75,2011,41.67765161,-87.66140878
8178278,7/24/11 1:00,STREET,FALSE,FALSE,1123,11,27,2011,41.88055668,-87.71114127
8184257,7/24/11 1:00,STREET,FALSE,FALSE,2221,22,71,2011,41.73555569,-87.6668546
8178117,7/23/11 23:15,STREET,FALSE,FALSE,233,2,40,2011,41.79241274,-87.62255435
8177985,7/23/11 22:30,STREET,FALSE,FALSE,2524,25,20,2011,41.9279395,-87.73189957
8178094,7/23/11 22:00,STREET,FALSE,FALSE,522,5,49,2011,41.68879893,-87.6279467
8178064,7/23/11 22:00,STREET,FALSE,FALSE,1634,16,15,2011,41.94051168,-87.74907863
8177896,7/23/11 21:30,STREET,FALSE,FALSE,835,8,70,2011,41.74838769,-87.69976903
8178301,7/23/11 21:30,STREET,FALSE,FALSE,1731,17,16,2011,41.93988198,-87.73814602
8178090,7/23/11 20:00,STREET,FALSE,FALSE,523,5,53,2011,41.66774401,-87.62699441
8177533,7/23/11 19:30,STREET,FALSE,FALSE,1423,14,24,2011,41.90501171,-87.68845868
8177979,7/23/11 19:10,STREET,TRUE,FALSE,1723,17,16,2011,41.95681103,-87.72349945
8186178,7/23/11 19:00,STREET,FALSE,FALSE,2322,19,3,2011,41.95604828,-87.65133435
8178277,7/23/11 18:00,STREET,FALSE,FALSE,1013,10,29,2011,41.84773574,-87.73391395
8177214,7/23/11 17:00,STREET,FALSE,FALSE,2132,2,41,2011,41.79560886,-87.58103135
8177989,7/23/11 17:00,STREET,FALSE,FALSE,2524,25,22,2011,41.92458978,-87.72686737
8177411,7/23/11 16:00,STREET,FALSE,FALSE,913,9,58,2011,41.82260997,-87.71084042
8177181,7/23/11 15:20,STREET,FALSE,FALSE,2431,24,1,2011,42.00887596,-87.66992208
8293046,7/23/11 14:38,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,832,8,66,2011,41.77078123,-87.68355828
8179279,7/23/11 13:44,STREET,FALSE,FALSE,2515,25,19,2011,41.92408785,-87.76611705
8177142,7/23/11 12:00,STREET,FALSE,FALSE,1831,18,8,2011,41.89094173,-87.6281878
8178327,7/23/11 12:00,STREET,FALSE,FALSE,1411,14,21,2011,41.93739993,-87.70745762
8176951,7/23/11 12:00,STREET,FALSE,FALSE,731,7,69,2011,41.76433488,-87.63356386
8179870,7/23/11 11:00,OTHER,FALSE,FALSE,2534,25,23,2011,41.90546661,-87.72765085
8176789,7/23/11 10:00,STREET,FALSE,FALSE,1021,10,29,2011,41.86217485,-87.71149572
8350552,7/23/11 9:00,STREET,FALSE,FALSE,1121,11,23,2011,41.89381208,-87.7087428
8179619,7/23/11 9:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1433,14,24,2011,41.91126456,-87.66756119
8176879,7/23/11 9:00,STREET,FALSE,FALSE,1424,14,24,2011,41.91015617,-87.68584625
8176878,7/23/11 8:00,STREET,FALSE,FALSE,622,6,44,2011,41.74700492,-87.63677529
8178650,7/23/11 8:00,STREET,FALSE,FALSE,1324,13,24,2011,41.89366022,-87.66707558
8177169,7/23/11 6:00,STREET,FALSE,FALSE,1331,13,27,2011,41.88764774,-87.70457945
8182398,7/23/11 6:00,STREET,FALSE,FALSE,433,4,55,2011,41.65897424,-87.54728038
8176930,7/23/11 5:00,STREET,FALSE,FALSE,624,6,44,2011,41.75095271,-87.61385745
8177030,7/23/11 5:00,STREET,FALSE,FALSE,734,7,67,2011,41.75949927,-87.65411588
8177009,7/23/11 5:00,STREET,FALSE,FALSE,1021,10,29,2011,41.86113681,-87.71390295
8177247,7/23/11 4:30,STREET,TRUE,FALSE,412,4,45,2011,41.7369766,-87.58897058
8177041,7/23/11 4:00,STREET,FALSE,FALSE,824,8,63,2011,41.78986238,-87.69384206
8177200,7/23/11 4:00,STREET,FALSE,FALSE,1912,19,5,2011,41.95666587,-87.68839774
8176760,7/23/11 3:45,STREET,FALSE,FALSE,612,6,71,2011,41.75415271,-87.66006542
8177536,7/23/11 3:30,STREET,FALSE,FALSE,921,9,61,2011,41.8156893,-87.66500096
8182262,7/23/11 3:20,STREET,FALSE,FALSE,733,7,68,2011,41.75910668,-87.64441096
8176795,7/23/11 3:00,STREET,FALSE,FALSE,733,7,68,2011,41.75981156,-87.65170454
8178145,7/23/11 2:37,STREET,FALSE,FALSE,1111,11,23,2011,41.88787888,-87.72611295
8177217,7/23/11 0:30,STREET,FALSE,FALSE,2011,20,4,2011,41.98260052,-87.69413854
8176484,7/23/11 0:23,STREET,FALSE,FALSE,1613,16,10,2011,41.97561116,-87.80596638
8177519,7/23/11 0:01,STREET,FALSE,FALSE,2525,25,20,2011,41.92178146,-87.72928605
8186831,7/23/11 0:01,OTHER,FALSE,FALSE,1312,13,24,2011,41.8965644,-87.6772197
8177044,7/22/11 23:30,STREET,FALSE,FALSE,1724,17,16,2011,41.95538765,-87.71036984
8176583,7/22/11 22:30,GAS STATION,FALSE,FALSE,915,9,61,2011,41.8083268,-87.68372554
8176670,7/22/11 22:30,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,2223,22,71,2011,41.73525824,-87.63615115
8177092,7/22/11 22:00,STREET,FALSE,FALSE,1413,14,22,2011,41.91740894,-87.71365669
8178519,7/22/11 21:00,STREET,FALSE,FALSE,2223,22,73,2011,41.71950795,-87.63966933
8177321,7/22/11 21:00,STREET,FALSE,FALSE,1422,14,23,2011,41.91345835,-87.71487793
8176946,7/22/11 20:30,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1014,10,29,2011,41.85246133,-87.71731215
8176939,7/22/11 20:00,STREET,FALSE,FALSE,1433,14,24,2011,41.9082018,-87.67132549
8176704,7/22/11 20:00,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,523,5,53,2011,41.6653039,-87.63772981
8188272,7/22/11 19:00,OTHER,FALSE,FALSE,111,1,28,2011,41.88161615,-87.63888824
8190302,7/22/11 19:00,STREET,FALSE,FALSE,523,5,53,2011,41.66783913,-87.62728983
8176820,7/22/11 19:00,STREET,TRUE,FALSE,2221,22,72,2011,41.72441986,-87.66838003
8177237,7/22/11 18:30,STREET,FALSE,FALSE,2512,25,19,2011,41.91940408,-87.78546357
8177202,7/22/11 18:30,STREET,FALSE,FALSE,2512,25,19,2011,41.91961127,-87.7851752
8178104,7/22/11 17:00,STREET,FALSE,FALSE,1522,15,25,2011,41.87198008,-87.761669
8182396,7/22/11 17:00,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2522,25,19,2011,41.92191442,-87.75130971
8188058,7/22/11 17:00,STREET,FALSE,FALSE,1933,19,7,2011,41.92543505,-87.65618035
8186578,7/22/11 17:00,RESTAURANT,FALSE,FALSE,2533,25,25,2011,41.90969283,-87.74938914
8176661,7/22/11 17:00,STREET,FALSE,FALSE,1724,17,14,2011,41.96248737,-87.70692169
8177956,7/22/11 16:30,STREET,FALSE,FALSE,2013,20,77,2011,41.99004963,-87.6678186
8177008,7/22/11 16:00,STREET,FALSE,FALSE,2515,25,19,2011,41.92411514,-87.76386794
8205776,7/22/11 14:30,STREET,FALSE,FALSE,2223,22,73,2011,41.71650612,-87.64293583
8175910,7/22/11 14:00,STREET,FALSE,FALSE,1512,15,25,2011,41.88886002,-87.77337735
8184732,7/22/11 13:00,STREET,FALSE,FALSE,1722,17,16,2011,41.96127481,-87.74218627
8176128,7/22/11 13:00,STREET,FALSE,FALSE,1213,12,28,2011,41.8772296,-87.6505794
8328094,7/22/11 12:05,STREET,FALSE,FALSE,912,9,58,2011,41.81533743,-87.70075674
8191432,7/22/11 11:00,STREET,FALSE,FALSE,232,2,40,2011,41.79990951,-87.62112553
8175556,7/22/11 11:00,STREET,FALSE,FALSE,911,9,63,2011,41.80202145,-87.68536265
8176039,7/22/11 10:00,STREET,FALSE,FALSE,421,4,43,2011,41.75428429,-87.55289492
8178365,7/22/11 10:00,STREET,FALSE,FALSE,631,6,44,2011,41.74614272,-87.60396953
8177027,7/22/11 10:00,STREET,FALSE,FALSE,2113,2,35,2011,41.83269596,-87.6234445
8175523,7/22/11 9:30,STREET,FALSE,FALSE,1022,10,30,2011,41.85551584,-87.69571755
8175873,7/22/11 9:00,STREET,FALSE,FALSE,1323,13,24,2011,41.89011026,-87.65600267
8177643,7/22/11 9:00,RESIDENCE-GARAGE,FALSE,FALSE,735,7,67,2011,41.76096687,-87.66383175
8178332,7/22/11 9:00,STREET,FALSE,FALSE,2113,9,34,2011,41.83984987,-87.63186832
8185643,7/22/11 9:00,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2513,25,25,2011,41.91491076,-87.77556357
8237497,7/22/11 9:00,ALLEY,FALSE,FALSE,631,6,44,2011,41.74507589,-87.60364815
8201263,7/22/11 8:00,STREET,FALSE,FALSE,833,8,65,2011,41.76879872,-87.72236547
8176021,7/22/11 7:30,STREET,FALSE,FALSE,825,8,66,2011,41.78449593,-87.69212074
8176012,7/22/11 7:30,STREET,FALSE,FALSE,1332,13,28,2011,41.88687265,-87.67737764
8179829,7/22/11 7:15,STREET,TRUE,FALSE,1223,12,31,2011,41.85672085,-87.66961019
8180213,7/22/11 7:00,DRIVEWAY - RESIDENTIAL,FALSE,FALSE,523,5,53,2011,41.66544839,-87.6308038
8176046,7/22/11 7:00,STREET,FALSE,FALSE,234,2,40,2011,41.79320172,-87.60784781
8178110,7/22/11 7:00,STREET,FALSE,FALSE,1331,13,27,2011,41.88412892,-87.69648342
8178467,7/22/11 6:00,STREET,FALSE,FALSE,1533,15,25,2011,41.87408076,-87.75263613
8182583,7/22/11 5:30,STREET,FALSE,FALSE,234,2,40,2011,41.79247956,-87.60691351
8175956,7/22/11 5:00,STREET,FALSE,FALSE,824,8,63,2011,41.78999156,-87.68652522
8174806,7/22/11 3:25,STREET,FALSE,FALSE,1732,17,16,2011,41.94872656,-87.71630532
8175301,7/22/11 2:30,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1133,11,29,2011,41.86727306,-87.71851736
8175896,7/22/11 2:00,STREET,FALSE,FALSE,1133,11,27,2011,41.87459298,-87.71819019
8175476,7/22/11 1:30,STREET,FALSE,FALSE,911,9,63,2011,41.79889212,-87.69897841
8176302,7/22/11 1:30,STREET,FALSE,FALSE,924,9,60,2011,41.83471144,-87.64391267
8174784,7/22/11 1:20,STREET,FALSE,FALSE,2423,24,1,2011,42.01270446,-87.66431122
8175010,7/22/11 1:00,STREET,TRUE,FALSE,414,4,46,2011,41.75117298,-87.58181796
8175478,7/22/11 1:00,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,323,3,69,2011,41.76273033,-87.61021446
8177928,7/22/11 0:30,STREET,FALSE,TRUE,1112,11,23,2011,41.90256993,-87.72528685
8176693,7/22/11 0:01,STREET,FALSE,FALSE,2222,22,73,2011,41.72661339,-87.6544404
8179615,7/22/11 0:01,STREET,FALSE,FALSE,2412,24,2,2011,42.00020631,-87.6974243
8177103,7/22/11 0:00,STREET,FALSE,FALSE,2535,25,23,2011,41.90505905,-87.72014602
8175163,7/21/11 23:00,STREET,FALSE,FALSE,914,9,61,2011,41.82305112,-87.6709743
8175093,7/21/11 23:00,STREET,FALSE,FALSE,623,6,44,2011,41.75088008,-87.62469115
8175543,7/21/11 23:00,STREET,FALSE,FALSE,834,8,70,2011,41.74942585,-87.71554241
8176762,7/21/11 23:00,STREET,FALSE,FALSE,613,6,71,2011,41.74219579,-87.6521547
8175702,7/21/11 22:30,STREET,FALSE,FALSE,732,7,68,2011,41.76869297,-87.64220061
8190417,7/21/11 22:00,STREET,FALSE,FALSE,522,5,53,2011,41.6822881,-87.62773959
8215702,7/21/11 22:00,STREET,FALSE,FALSE,2411,24,2,2011,42.01125283,-87.69073511
8175829,7/21/11 21:30,STREET,FALSE,FALSE,1912,19,5,2011,41.95978761,-87.69161644
